GEMS,F850,e_F850,Re,e_Re,n,e_n,b/a,e_b/a,PA,f1,f2,RAJ2000,DEJ2000
J033315.98-280339.1,31.57,1.09,30.0,0.56,8.0,1.71,0.15,0.102,0.4,0,0,53.316596,-28.060856
J033315.45-280339.0,22.46,0.53,126.18,0.47,3.36,1.04,0.399,0.078,67.3,1,0,53.314385,-28.060829
J033315.52-280338.9,25.85,0.1,2.07,0.12,1.04,0.27,0.875,0.058,59.3,1,0,53.31465,-28.0608
J033322.56-280338.3,24.3,0.17,14.82,0.21,2.1,0.54,0.357,0.06,-25.1,1,1,53.344005,-28.060643
J033315.47-280337.6,20.6,0.51,431.14,0.47,2.93,0.95,0.25,0.083,11.6,1,0,53.314445,-28.060441
J033317.06-280337.6,24.82,0.03,1.17,0.05,7.61,0.35,0.42,0.021,45.2,1,0,53.321071,-28.060451
J033324.96-280337.6,24.69,0.11,4.71,0.15,2.19,0.48,0.51,0.05,36.2,1,1,53.354003,-28.060456
J033321.30-280336.1,24.65,0.1,4.17,0.12,1.07,0.28,0.631,0.058,51.6,1,1,53.33875,-28.060018
J033324.72-280336.3,24.7,0.1,6.69,0.13,0.88,0.28,0.389,0.061,70.0,1,1,53.353014,-28.060082
J033320.37-280335.2,24.1,0.53,46.29,0.49,7.46,1.15,0.359,0.071,35.6,1,0,53.334895,-28.059785
J033325.97-280334.2,24.51,0.1,4.66,0.16,3.81,0.69,0.385,0.037,-12.6,1,0,53.358189,-28.059499
J033314.61-280333.8,23.47,0.51,70.86,0.48,8.0,1.13,0.219,0.07,-29.5,0,0,53.310894,-28.059383
J033324.91-280333.7,25.19,0.12,7.41,0.14,0.89,0.3,0.403,0.065,-74.8,1,1,53.353799,-28.059361
J033326.51-280330.9,23.95,0.56,43.76,0.49,8.0,1.18,0.608,0.073,-20.6,0,0,53.360439,-28.058596
J033318.13-280329.4,25.74,0.08,1.79,0.1,0.2,0.24,0.702,0.051,72.1,0,0,53.32556,-28.058177
J033314.63-280328.9,23.98,0.27,29.35,0.29,2.42,0.69,0.355,0.069,-19.2,1,0,53.310973,-28.058039
J033322.67-280328.2,25.13,0.09,4.64,0.12,0.37,0.27,0.29,0.057,-6.6,1,0,53.344457,-28.05782
J033324.36-280327.7,23.57,0.14,19.44,0.15,0.63,0.31,0.403,0.067,76.5,1,1,53.351508,-28.057704
J033314.77-280327.4,24.57,0.11,8.18,0.13,0.84,0.28,0.342,0.062,-70.2,1,1,53.311561,-28.057608
J033319.15-280327.1,25.45,0.11,3.01,0.14,1.48,0.36,0.853,0.057,71.9,1,0,53.329791,-28.057526
J033319.63-280324.9,24.14,0.15,9.88,0.17,1.47,0.41,0.83,0.063,65.8,1,1,53.331777,-28.056928
J033321.46-280322.2,23.76,0.42,27.29,0.41,7.0,1.09,0.592,0.06,-67.0,1,0,53.339419,-28.056161
J033325.82-280322.5,24.4,0.34,18.19,0.34,3.33,0.92,0.612,0.062,12.2,1,0,53.357563,-28.056242
J033322.99-280321.8,25.03,0.09,5.21,0.11,1.37,0.31,0.193,0.052,-4.2,1,1,53.345785,-28.056059
J033326.12-280320.4,23.88,0.23,19.79,0.3,5.76,0.94,0.276,0.049,39.2,1,0,53.358816,-28.055672
J033321.28-280319.3,25.13,0.01,0.36,0.02,6.37,0.18,0.3,0.012,-12.1,1,0,53.338674,-28.055353
J033316.76-280317.1,25.17,0.1,6.41,0.12,0.38,0.27,0.192,0.059,-18.6,1,0,53.319818,-28.054757
J033322.09-280316.3,24.91,0.12,7.69,0.15,1.37,0.35,0.348,0.06,17.6,1,1,53.342041,-28.05452
J033322.10-280315.9,25.6,0.06,3.86,0.07,0.41,0.19,0.074,0.037,20.4,1,0,53.342089,-28.054413
J033325.78-280316.3,23.14,0.67,109.84,0.5,8.0,1.29,0.561,0.079,-62.8,0,0,53.35742,-28.054521
J033325.08-280315.7,23.1,0.47,62.31,0.45,3.35,0.99,0.52,0.075,-71.3,1,0,53.3545,-28.054351
J033319.75-280315.6,24.66,0.13,5.94,0.18,2.67,0.58,0.516,0.048,71.5,1,0,53.332303,-28.05433
J033316.68-280315.8,25.5,0.11,3.88,0.16,2.38,0.52,0.42,0.05,-77.2,1,0,53.319483,-28.054396
J033317.78-280315.7,25.59,0.1,3.02,0.13,0.26,0.28,0.853,0.061,85.8,1,0,53.324089,-28.054356
J033327.74-280314.0,24.19,0.38,28.26,0.38,8.0,1.08,0.29,0.057,19.3,0,0,53.365577,-28.053898
J033325.69-280314.2,25.24,0.06,4.38,0.07,1.32,0.23,0.084,0.037,64.0,1,0,53.357056,-28.05394
J033320.28-280313.6,25.18,0.13,10.02,0.19,3.29,0.68,0.091,0.043,-63.4,1,0,53.334519,-28.053766
J033322.92-280312.5,24.7,0.12,7.05,0.15,1.69,0.4,0.418,0.057,46.0,1,1,53.345483,-28.05347
J033321.98-280311.6,24.55,0.11,4.02,0.17,2.71,0.57,0.904,0.047,-27.6,1,1,53.341584,-28.053216
J033314.54-280309.8,23.81,0.18,27.52,0.2,1.54,0.45,0.276,0.069,30.4,1,1,53.310592,-28.05271
J033318.28-280310.3,25.25,0.1,4.75,0.13,1.15,0.3,0.387,0.059,-59.3,1,0,53.326175,-28.052871
J033319.53-280309.4,24.83,0.1,9.1,0.12,1.08,0.28,0.111,0.058,0.8,1,1,53.331371,-28.052623
J033315.48-280308.3,23.1,0.21,30.72,0.23,1.64,0.5,0.638,0.073,-81.7,1,0,53.314506,-28.052297
J033319.62-280306.5,24.67,0.39,15.1,0.38,5.02,1.08,0.679,0.057,-10.1,1,0,53.331731,-28.051816
J033328.24-280306.8,24.45,0.16,14.48,0.18,1.58,0.44,0.35,0.064,24.4,1,1,53.367666,-28.051876
J033314.90-280306.0,24.82,0.14,8.46,0.15,1.04,0.32,0.624,0.066,28.8,1,1,53.312092,-28.051664
J033323.54-280305.8,24.34,0.13,4.75,0.18,3.05,0.64,0.967,0.045,56.0,1,1,53.348077,-28.051624
J033324.95-280305.3,25.57,0.11,5.69,0.13,0.27,0.28,0.277,0.062,33.5,1,0,53.353959,-28.051481
J033315.95-280304.9,23.8,0.37,31.46,0.37,2.97,0.85,0.569,0.071,36.4,1,0,53.316465,-28.051356
J033321.47-280305.2,25.79,0.11,2.6,0.13,0.74,0.28,1.0,0.061,-6.6,1,0,53.339444,-28.051453
J033326.29-280304.5,23.85,0.39,28.31,0.39,8.0,1.08,0.42,0.058,-2.7,0,0,53.35953,-28.051248
J033318.81-280303.1,25.71,0.1,2.79,0.12,0.2,0.27,0.801,0.06,67.4,0,0,53.328365,-28.050864
J033325.03-280301.9,23.13,0.2,25.82,0.22,1.61,0.48,0.81,0.072,-9.0,1,1,53.354307,-28.050521
J033321.93-280301.0,24.09,0.13,10.1,0.14,0.81,0.3,0.663,0.065,-75.4,1,1,53.341388,-28.050267
J033320.43-280259.8,23.99,0.13,15.03,0.14,0.71,0.3,0.366,0.066,-23.9,1,1,53.335126,-28.049943
J033316.93-280301.0,25.6,0.1,4.02,0.12,0.2,0.27,0.371,0.06,56.1,0,0,53.320522,-28.050276
J033328.73-280300.9,25.21,0.1,4.42,0.12,0.2,0.27,0.417,0.059,23.4,0,0,53.369699,-28.050245
J033320.65-280259.5,23.33,0.13,17.58,0.15,0.95,0.31,0.549,0.066,-76.6,1,1,53.336061,-28.049858
J033323.19-280259.8,24.76,0.12,6.61,0.14,0.31,0.3,0.758,0.065,-64.6,1,0,53.346633,-28.049935
J033328.22-280258.8,24.13,0.25,18.2,0.29,3.29,0.83,0.382,0.056,-40.3,1,0,53.367578,-28.049655
J033314.68-280257.5,24.91,0.13,7.11,0.14,0.93,0.3,0.643,0.065,-1.3,1,1,53.311177,-28.049311
J033327.19-280257.2,25.18,0.01,0.3,0.01,4.73,0.11,0.131,0.011,38.9,0,0,53.363287,-28.049232
J033318.22-280255.5,24.83,0.11,6.15,0.14,1.28,0.33,0.532,0.06,-16.0,1,1,53.325907,-28.048751
J033328.51-280254.8,25.01,0.11,6.0,0.13,0.41,0.28,0.392,0.061,-3.7,1,0,53.368789,-28.048549
J033314.54-280252.8,24.13,0.11,13.18,0.14,1.35,0.34,0.177,0.059,-21.5,1,1,53.310594,-28.048004
J033315.73-280253.9,24.34,0.14,10.36,0.15,0.78,0.31,0.745,0.067,48.7,1,1,53.315544,-28.048319
J033314.51-280251.8,24.43,0.03,1.07,0.05,4.82,0.34,0.643,0.021,-67.4,1,0,53.31046,-28.047729
J033324.91-280251.6,23.62,0.14,18.25,0.16,0.4,0.32,0.547,0.069,76.8,1,1,53.353798,-28.047677
J033314.69-280250.2,23.12,0.54,61.83,0.49,4.46,1.16,0.538,0.072,24.5,1,0,53.311197,-28.047279
J033315.63-280251.0,25.02,0.11,6.86,0.14,1.23,0.32,0.348,0.06,44.4,1,1,53.315105,-28.047505
J033325.48-280250.6,24.45,0.22,24.84,0.24,2.32,0.63,0.174,0.064,-12.9,1,0,53.356155,-28.047377
J033321.59-280248.2,24.26,0.16,14.12,0.18,1.23,0.38,0.619,0.07,16.1,1,1,53.339939,-28.046709
J033316.15-280248.0,23.52,0.52,42.55,0.48,3.91,1.13,0.715,0.072,-86.1,1,0,53.317287,-28.046657
J033321.58-280247.5,25.73,0.11,3.88,0.13,0.2,0.28,0.512,0.062,65.8,0,0,53.339914,-28.046537
J033322.83-280246.2,25.14,0.11,4.92,0.13,0.2,0.28,0.534,0.062,76.6,0,0,53.345123,-28.046153
J033316.83-280245.2,24.76,0.11,6.87,0.13,0.74,0.28,0.436,0.062,67.4,1,1,53.32013,-28.045893
J033317.54-280244.5,24.46,0.11,8.01,0.13,0.62,0.28,0.363,0.061,87.3,1,1,53.323063,-28.045696
J033323.44-280244.3,25.05,0.06,1.83,0.07,0.63,0.18,0.522,0.036,-66.8,1,0,53.347649,-28.04564
J033314.97-280243.3,24.51,0.19,11.63,0.25,3.06,0.73,0.407,0.053,25.0,1,0,53.312363,-28.045359
J033319.56-280242.9,23.86,0.17,18.06,0.2,1.5,0.44,0.555,0.068,5.7,1,1,53.33152,-28.045262
J033325.94-280243.0,23.4,0.22,26.76,0.25,1.66,0.51,0.787,0.075,-54.5,1,0,53.358082,-28.045275
J033316.85-280242.9,25.32,0.12,7.36,0.14,0.37,0.29,0.337,0.064,-31.1,1,0,53.320197,-28.045247
J033328.61-280241.7,23.6,0.57,140.62,0.49,8.0,1.19,0.085,0.073,8.7,0,0,53.369193,-28.044914
J033327.40-280242.0,24.79,0.14,8.85,0.15,0.54,0.31,0.615,0.067,63.3,1,0,53.364156,-28.044995
J033327.64-280241.4,23.82,0.33,28.89,0.34,2.62,0.76,0.605,0.072,-49.4,1,0,53.365148,-28.044839
J033315.73-280241.1,25.4,0.1,6.09,0.12,0.33,0.27,0.187,0.059,24.7,1,0,53.315548,-28.044736
J033325.49-280241.3,24.37,0.33,14.62,0.35,4.32,1.03,0.646,0.054,49.7,1,0,53.356195,-28.044814
J033321.07-280241.2,23.53,0.15,21.15,0.17,0.44,0.33,0.573,0.072,-76.5,1,1,53.337793,-28.044781
J033325.42-280240.1,23.91,0.13,16.15,0.19,3.43,0.7,0.113,0.042,54.9,1,1,53.355897,-28.044479
J033324.94-280240.0,24.37,0.11,9.85,0.13,0.8,0.28,0.329,0.063,40.8,1,1,53.353925,-28.044445
J033323.29-280239.8,24.83,0.08,3.33,0.11,1.96,0.37,0.446,0.046,23.4,1,1,53.34703,-28.04438
J033327.85-280239.6,24.02,0.14,18.01,0.15,0.83,0.32,0.355,0.068,16.4,1,1,53.366029,-28.044339
J033322.25-280239.2,24.2,0.12,4.68,0.19,4.11,0.79,0.835,0.038,0.3,1,1,53.342713,-28.044227
J033326.99-280239.7,24.29,0.03,0.98,0.05,4.42,0.34,0.854,0.021,-32.8,1,0,53.36247,-28.044369
J033316.87-280239.1,25.07,0.07,9.39,0.09,1.38,0.27,0.037,0.046,-11.6,1,1,53.320282,-28.044181
J033323.84-280239.0,24.51,0.09,4.45,0.12,1.88,0.39,0.448,0.049,-46.3,1,1,53.349354,-28.044165
J033324.57-280239.0,23.43,0.44,28.53,0.43,8.0,1.11,0.896,0.063,15.9,0,0,53.352379,-28.044175
J033326.75-280238.7,24.47,0.13,9.48,0.17,2.1,0.49,0.343,0.054,57.4,1,1,53.361478,-28.044089
J033323.37-280239.0,23.73,0.61,67.74,0.5,8.0,1.23,0.479,0.076,25.0,0,0,53.347371,-28.044162
J033317.17-280238.4,24.8,0.22,10.73,0.29,8.0,0.92,0.365,0.047,-39.7,0,0,53.321537,-28.043998
J033319.09-280237.8,24.57,0.16,6.21,0.22,3.28,0.71,0.749,0.046,-63.9,1,1,53.329527,-28.043832
J033323.86-280237.4,26.51,0.02,0.3,0.04,8.0,0.29,0.591,0.018,-33.7,0,0,53.349402,-28.043715
J033316.96-280236.7,22.31,0.63,204.84,0.5,4.15,1.25,0.24,0.077,76.1,1,0,53.320678,-28.043527
J033325.00-280236.2,23.41,0.37,27.6,0.38,4.14,1.07,0.596,0.057,-65.8,1,0,53.354178,-28.043376
J033326.50-280234.7,24.41,0.11,9.85,0.13,0.9,0.28,0.262,0.062,-85.0,1,1,53.360398,-28.04296
J033315.75-280233.3,24.27,0.14,14.73,0.15,1.16,0.34,0.306,0.065,50.3,1,1,53.315639,-28.042573
J033319.13-280232.9,25.17,0.09,4.08,0.11,0.98,0.26,0.351,0.057,16.5,1,0,53.329718,-28.042484
J033318.41-280232.0,24.33,0.14,6.15,0.22,5.89,0.82,0.63,0.038,-88.3,1,0,53.326698,-28.042212
J033318.31-280231.3,25.49,0.12,3.82,0.14,0.2,0.29,0.973,0.064,-54.6,0,0,53.326285,-28.042027
J033328.51-280231.8,25.76,0.02,2.21,0.05,7.66,0.3,0.024,0.018,76.8,1,0,53.368797,-28.042169
J033321.36-280230.3,24.65,0.13,11.93,0.14,0.84,0.3,0.322,0.066,-28.3,1,1,53.339019,-28.041747
J033315.50-280229.8,25.06,0.11,6.28,0.13,0.2,0.28,0.359,0.062,-62.0,0,0,53.31459,-28.041608
J033324.39-280230.3,24.68,0.28,9.06,0.33,4.93,0.99,0.941,0.052,52.4,1,0,53.351614,-28.041761
J033321.36-280229.5,24.69,0.13,9.08,0.15,1.16,0.33,0.478,0.064,-36.2,1,1,53.338983,-28.041517
J033326.91-280229.3,24.0,0.15,13.09,0.16,1.17,0.35,0.684,0.067,50.9,1,1,53.362131,-28.041483
J033324.86-280228.1,24.76,0.11,8.31,0.14,0.78,0.29,0.38,0.063,-4.5,1,1,53.353568,-28.041152
J033328.58-280228.3,25.11,0.13,8.97,0.18,2.5,0.55,0.162,0.05,-76.9,1,0,53.369099,-28.041187
J033325.23-280228.2,25.45,0.08,2.12,0.1,0.2,0.24,0.687,0.052,-55.1,0,0,53.35511,-28.041176
J033324.55-280226.8,24.97,0.12,9.79,0.14,1.04,0.3,0.289,0.064,41.2,1,1,53.352291,-28.040781
J033325.56-280225.9,23.69,0.21,17.08,0.28,8.0,0.91,0.362,0.046,63.1,0,0,53.356479,-28.040535
J033324.59-280223.8,23.84,0.3,24.35,0.31,3.05,0.83,0.464,0.062,60.1,1,0,53.352456,-28.039939
J033317.25-280223.1,24.29,0.31,19.31,0.35,8.0,1.02,0.361,0.054,-73.0,0,0,53.32186,-28.039755
J033327.91-280222.2,25.21,0.1,2.8,0.14,1.71,0.39,0.921,0.054,-0.1,1,0,53.366297,-28.039505
J033316.54-280220.3,23.42,0.13,19.41,0.15,0.52,0.31,0.389,0.066,-26.9,1,1,53.31891,-28.038979
J033323.31-280220.7,24.55,0.1,5.8,0.14,1.88,0.42,0.363,0.052,11.5,1,1,53.347143,-28.03907
J033327.60-280221.0,25.03,0.1,4.87,0.12,0.67,0.27,0.311,0.058,-2.1,1,0,53.364995,-28.039174
J033317.38-280218.8,24.76,0.12,6.55,0.16,2.0,0.46,0.438,0.054,22.4,1,1,53.322432,-28.038545
J033314.72-280218.6,25.09,0.13,7.02,0.14,0.63,0.3,0.561,0.065,-25.3,1,0,53.311333,-28.03849
J033319.67-280217.8,24.27,0.2,15.15,0.25,2.87,0.71,0.376,0.057,-72.4,1,1,53.331977,-28.038268
J033327.47-280216.9,25.02,0.06,2.61,0.07,0.71,0.2,0.348,0.042,39.5,1,0,53.36445,-28.038031
J033326.94-280215.9,25.42,0.1,3.96,0.13,0.2,0.27,0.546,0.061,-27.3,0,0,53.362246,-28.03774
J033321.28-280215.6,20.08,0.27,489.47,0.34,1.29,0.46,0.14,0.086,-39.4,1,0,53.338677,-28.037675
J033326.60-280213.6,24.1,0.24,20.85,0.27,2.67,0.71,0.352,0.062,40.2,1,0,53.360824,-28.037119
J033317.78-280212.6,24.36,0.11,7.95,0.13,0.75,0.28,0.419,0.062,-18.6,1,1,53.324064,-28.036836
J033318.28-280212.9,25.39,0.11,3.99,0.13,0.6,0.28,0.777,0.063,6.1,1,0,53.326178,-28.036926
J033320.75-280211.8,24.69,0.1,4.74,0.13,1.24,0.31,0.655,0.058,69.0,1,1,53.336459,-28.036613
J033327.48-280210.0,24.56,0.11,8.54,0.14,1.02,0.29,0.413,0.063,29.4,1,1,53.364504,-28.036107
J033328.22-280209.9,25.15,0.1,4.43,0.12,0.2,0.27,0.479,0.06,70.8,0,0,53.367596,-28.03608
J033325.02-280208.3,24.54,0.15,8.92,0.21,2.95,0.65,0.379,0.048,-3.5,1,0,53.354252,-28.035633
J033321.06-280206.0,23.41,0.11,23.87,0.14,0.85,0.29,0.158,0.063,-32.3,1,1,53.337755,-28.03499
J033318.25-280203.5,24.8,0.1,4.27,0.15,2.92,0.58,0.432,0.044,-6.5,1,0,53.32605,-28.034306
J033319.87-280201.7,24.3,0.27,18.55,0.32,8.0,0.98,0.289,0.051,-31.9,0,0,53.332774,-28.033799
J033326.88-280202.0,24.64,0.13,9.1,0.14,0.2,0.3,0.54,0.066,-56.9,0,0,53.362011,-28.033888
J033327.66-280201.9,25.42,0.02,0.71,0.06,2.58,0.22,0.307,0.013,-0.8,1,0,53.365233,-28.033849
J033326.54-280200.6,24.89,0.12,10.89,0.15,1.68,0.4,0.137,0.056,9.5,1,1,53.360582,-28.033494
J033315.68-280160.0,24.27,0.13,11.87,0.15,1.25,0.34,0.343,0.063,42.1,1,1,53.315313,-28.033328
J033320.55-280156.8,23.77,0.24,23.59,0.3,3.58,0.88,0.273,0.053,-61.0,1,1,53.335638,-28.03244
J033321.43-280156.6,25.01,0.11,5.15,0.13,0.7,0.28,0.561,0.062,56.7,1,0,53.339272,-28.032377
J033317.23-280156.5,23.93,0.43,28.16,0.42,5.12,1.1,0.518,0.062,-64.6,1,0,53.321779,-28.032364
J033328.21-280156.3,25.15,0.12,6.98,0.14,0.2,0.29,0.442,0.064,48.7,0,0,53.36756,-28.032303
J033327.47-280155.2,24.96,0.1,5.42,0.12,0.47,0.27,0.428,0.06,-4.7,1,0,53.364461,-28.031996
J033322.33-280154.6,23.63,0.14,19.91,0.15,0.71,0.31,0.368,0.067,-74.6,1,1,53.34303,-28.03182
J033322.60-280154.6,24.54,0.12,9.98,0.14,0.24,0.29,0.397,0.065,-58.9,1,0,53.344152,-28.031846
J033317.56-280154.6,23.37,0.62,74.41,0.5,6.42,1.24,0.614,0.076,-67.7,1,0,53.323184,-28.031821
J033321.46-280154.4,24.98,0.12,3.89,0.16,2.35,0.52,0.808,0.05,-17.2,1,0,53.339402,-28.031777
J033318.25-280154.1,24.57,0.01,0.3,0.16,0.23,0.83,0.009,0.001,-53.0,0,0,53.326056,-28.031696
J033321.05-280153.1,24.41,0.13,12.21,0.14,0.99,0.3,0.327,0.065,-3.8,1,1,53.337717,-28.031409
J033315.22-280152.3,24.32,0.12,10.04,0.14,1.2,0.33,0.399,0.062,-11.7,1,1,53.313402,-28.031188
J033316.06-280151.9,24.48,0.36,22.17,0.37,8.0,1.06,0.313,0.056,18.4,0,0,53.316927,-28.031097
J033322.93-280151.1,24.6,0.13,8.31,0.19,3.1,0.65,0.259,0.045,20.7,1,1,53.345558,-28.030853
J033316.12-280151.1,24.49,0.14,13.77,0.15,0.68,0.31,0.36,0.067,50.9,1,1,53.317173,-28.03085
J033328.27-280150.9,23.75,0.28,18.2,0.3,3.02,0.81,0.807,0.062,86.6,1,0,53.367806,-28.030815
J033318.92-280151.0,25.22,0.01,0.3,0.09,0.2,0.26,0.655,0.001,-1.9,0,0,53.328844,-28.030838
J033325.74-280150.5,25.09,0.15,7.15,0.2,2.67,0.6,0.367,0.051,8.8,1,0,53.357247,-28.030699
J033322.57-280150.3,24.13,0.25,19.15,0.27,2.41,0.68,0.578,0.067,40.7,1,0,53.344034,-28.030643
J033322.74-280150.1,25.04,0.11,5.69,0.14,0.86,0.29,0.629,0.063,83.6,1,1,53.344766,-28.03059
J033324.49-280148.1,25.31,0.14,3.7,0.21,5.36,0.81,0.65,0.038,-9.7,1,0,53.352033,-28.030031
J033321.27-280148.0,25.34,0.11,4.05,0.13,0.91,0.28,0.772,0.062,-77.6,1,0,53.338608,-28.029988
J033320.83-280147.3,25.09,0.09,5.14,0.14,3.86,0.62,0.131,0.035,-58.3,1,0,53.336774,-28.029795
J033327.52-280146.4,25.45,0.12,6.83,0.14,0.2,0.29,0.326,0.064,29.4,0,0,53.364686,-28.029551
J033327.07-280146.8,23.04,0.76,172.6,0.52,8.0,1.38,0.548,0.084,60.8,0,0,53.36279,-28.029679
J033327.48-280145.8,23.42,0.16,27.76,0.18,0.93,0.33,0.467,0.075,-63.2,1,0,53.364493,-28.029401
J033322.21-280146.0,25.68,0.1,3.43,0.12,0.28,0.27,0.477,0.06,85.9,1,0,53.342532,-28.029441
J033327.19-280145.6,24.9,0.1,4.37,0.13,0.98,0.27,0.7,0.06,-58.5,1,1,53.36329,-28.02933
J033321.13-280145.1,24.23,0.08,3.34,0.12,3.29,0.51,0.578,0.037,20.3,1,1,53.338043,-28.029187
J033317.42-280144.4,23.48,0.49,49.97,0.47,8.0,1.13,0.402,0.069,-52.7,0,0,53.322573,-28.028999
J033323.50-280142.6,25.43,0.1,5.22,0.12,0.68,0.27,0.243,0.059,5.0,1,0,53.347897,-28.028511
J033316.17-280140.8,24.71,0.13,17.19,0.15,1.22,0.34,0.112,0.063,3.9,1,1,53.317372,-28.028007
J033323.58-280140.6,24.93,0.11,6.13,0.14,1.55,0.37,0.335,0.056,6.5,1,1,53.34827,-28.027943
J033326.33-280138.7,25.25,0.08,2.49,0.1,0.2,0.25,0.658,0.053,34.7,0,0,53.359721,-28.027427
J033325.03-280138.6,25.53,0.11,4.04,0.13,1.07,0.29,0.559,0.061,-4.9,1,0,53.354311,-28.027392
J033326.14-280138.3,24.85,0.09,3.95,0.12,0.57,0.27,0.516,0.057,87.1,1,0,53.358934,-28.0273
J033325.48-280136.9,25.0,0.16,6.58,0.22,3.47,0.74,0.43,0.044,3.1,1,0,53.35616,-28.02692
J033324.50-280136.6,24.94,0.16,8.66,0.19,2.12,0.53,0.434,0.058,-8.0,1,0,53.352087,-28.026824
J033326.45-280136.3,25.1,0.12,7.69,0.14,0.2,0.29,0.4,0.065,42.7,0,0,53.360189,-28.026743
J033326.69-280136.6,25.82,0.1,3.62,0.12,0.2,0.27,0.43,0.06,-31.8,0,0,53.361208,-28.02682
J033324.03-280135.0,24.71,0.1,5.21,0.12,0.72,0.27,0.417,0.059,-2.4,1,1,53.350127,-28.026377
J033326.10-280135.0,24.8,0.16,8.52,0.21,2.72,0.62,0.38,0.051,58.4,1,0,53.35875,-28.026392
J033319.95-280133.3,24.41,0.11,8.38,0.13,0.76,0.28,0.35,0.061,-14.7,1,1,53.333142,-28.025905
J033326.78-280133.2,24.63,0.4,22.39,0.39,8.0,1.09,0.35,0.059,-9.2,0,0,53.361575,-28.02589
J033322.22-280130.0,25.25,0.13,7.22,0.14,0.59,0.3,0.44,0.065,-26.4,1,0,53.342574,-28.025004
J033320.75-280129.6,24.71,0.09,2.83,0.16,5.98,0.69,0.754,0.036,-36.4,1,0,53.336444,-28.024891
J033320.81-280129.7,25.36,0.01,0.31,0.01,8.0,0.11,0.111,0.011,-41.0,0,0,53.336729,-28.024923
J033317.17-280129.3,24.6,0.27,18.85,0.33,8.0,0.98,0.218,0.052,51.4,0,0,53.321555,-28.024793
J033318.97-280128.4,24.46,0.11,7.14,0.14,1.4,0.35,0.527,0.059,-70.8,1,1,53.329022,-28.024549
J033315.35-280126.7,24.23,0.15,13.9,0.16,0.2,0.32,0.605,0.07,13.3,0,0,53.313955,-28.024077
J033320.21-280128.8,24.27,0.43,19.7,0.42,8.0,1.1,0.784,0.062,-87.3,0,0,53.334219,-28.024659
J033316.63-280126.5,24.65,0.13,11.83,0.14,0.36,0.3,0.323,0.066,54.0,1,0,53.31931,-28.024025
J033320.14-280126.7,25.02,0.02,1.9,0.07,0.2,0.08,0.095,0.013,-34.8,0,0,53.333897,-28.024079
J033316.07-280125.3,24.22,0.2,9.64,0.26,3.51,0.82,0.72,0.05,38.4,1,1,53.316951,-28.023706
J033322.05-280124.7,25.53,0.12,6.31,0.14,0.3,0.29,0.35,0.064,-22.8,1,0,53.341888,-28.023537
J033320.93-280124.2,25.27,0.13,4.6,0.17,2.48,0.55,0.52,0.05,-24.8,1,0,53.337196,-28.023396
J033320.77-280123.7,24.51,0.3,13.39,0.32,3.59,0.93,0.641,0.057,-33.6,1,0,53.336531,-28.023244
J033327.65-280123.6,25.13,0.01,0.3,0.02,8.0,0.21,0.707,0.012,-1.2,0,0,53.365226,-28.023212
J033318.69-280121.9,25.39,0.09,2.82,0.11,1.33,0.31,0.511,0.053,17.3,1,0,53.327872,-28.022749
J033321.76-280121.6,23.96,0.48,43.8,0.45,8.0,1.12,0.295,0.067,-57.2,0,0,53.340667,-28.022658
J033324.61-280120.9,24.62,0.13,8.65,0.14,0.43,0.3,0.595,0.066,-2.8,1,1,53.352559,-28.022466
J033321.11-280121.1,25.48,0.1,2.86,0.16,2.98,0.6,0.539,0.044,-83.8,1,0,53.337962,-28.022533
J033324.07-280120.8,24.17,0.17,18.88,0.21,2.13,0.55,0.244,0.06,-68.9,1,1,53.350293,-28.022446
J033324.74-280120.8,24.9,0.01,0.3,0.09,1.77,0.39,0.118,0.001,-33.1,0,0,53.353086,-28.02245
J033313.51-280120.3,25.23,0.12,7.05,0.14,0.48,0.29,0.394,0.064,28.1,1,0,53.306294,-28.022295
J033320.04-280119.9,24.47,0.14,23.64,0.15,0.55,0.31,0.113,0.067,-22.8,1,1,53.333495,-28.022185
J033325.24-280120.3,25.28,0.09,3.39,0.11,0.2,0.26,0.46,0.057,56.3,0,0,53.355179,-28.022307
J033328.40-280120.4,25.23,0.15,4.51,0.21,3.68,0.76,0.581,0.041,48.1,1,0,53.368351,-28.02232
J033317.66-280118.0,24.87,0.12,11.17,0.14,0.84,0.29,0.196,0.064,-6.7,1,1,53.323571,-28.021665
J033320.25-280117.6,23.81,0.15,15.56,0.17,0.73,0.33,0.827,0.072,-45.9,1,1,53.334356,-28.021566
J033325.89-280118.1,24.67,0.39,21.33,0.39,6.82,1.09,0.363,0.058,3.3,1,0,53.357887,-28.021703
J033327.36-280116.8,24.35,0.16,11.46,0.19,1.92,0.49,0.455,0.06,22.0,1,1,53.364,-28.021347
J033322.23-280116.1,24.23,0.15,13.66,0.17,1.56,0.42,0.388,0.063,-45.3,1,1,53.342607,-28.021152
J033315.67-280115.8,24.71,0.14,11.58,0.15,0.51,0.31,0.424,0.067,4.2,1,1,53.315312,-28.021066
J033316.05-280115.8,25.09,0.11,4.7,0.13,0.78,0.28,0.758,0.063,-33.1,1,0,53.316888,-28.02106
J033323.03-280115.6,24.1,0.17,18.94,0.2,2.01,0.52,0.243,0.06,51.9,1,1,53.345947,-28.020992
J033320.12-280115.3,25.18,0.08,2.9,0.14,4.05,0.62,0.337,0.034,-1.1,1,0,53.333843,-28.020929
